Role,Invested in Real Estate,Extra Hours,Invested in Stock Market,Favourite Sport,Gender,Languages Known,Sport Knowledge (in XP),Average no. of leaves/month,Trades Done,Married(1/0),Level of Education,Occupation,Pay,ID Proof,Most Productive Hour,Tax Category,Income Category,Employer,Tax Paid,Id
Part-time,Country Side,Paid,Jio,basketball,female,1,94.0,1,47,0,Graduation,4,,Aadhar,1,1290,2.0,Vision-Analytics,12232,21548
Part-time,Country Side,Paid,Tesla,cricket,female,1,9.0,5,58,0,Graduation,10,273.73,Aadhar,1,356,2.0,Vision-Analytics,22540,21549
Full-time,Ocean Side,Unpaid,Tesla,badminton,male,1,6.0,1,45,0,Masters,0,2157.73,Aadhar,1,71,2.0,Vision-Analytics,47224,21551
Part-time,,Paid,Tesla,badminton,male,2,67.0,1,32,0,Masters,0,5672.73,Aadhar,1,224,2.0,Vision-Analytics,25629,21552
Part-time,Country Side,Unpaid,Tesla,,male,3,,2,50,0,Graduation,10,2395.73,Aadhar,1,320,2.0,Vision-Analytics,49491,21555
Full-time,Country Side,Paid,Tesla,soccer,female,1,48.0,1,48,0,Masters,0,,Aadhar,1,98,,Vision-Analytics,41772,21556
Part-time,Ocean Side,Paid,Tesla,basketball,male,2,9.0,5,51,0,Graduation,7,,Aadhar,1,125,2.0,Vision-Analytics,46343,21557
Part-time,Country Side,Paid,Tesla,swimming,female,1,52.0,0,55,0,Masters,10,304.73,Aadhar,1,257,2.0,Vision-Analytics,35476,21559
Full-time,,Paid,Tesla,basketball,male,4,73.0,5,30,1,Masters,0,320.73,Aadhar,1,130,2.0,,25728,21560
Full-time,Ocean Side,Paid,Tesla,badminton,female,2,78.0,5,47,0,Graduation,4,946.73,Aadhar,1,498,2.0,Vision-Analytics,19686,21561
Full-time,Country Side,Paid,Tesla,soccer,male,3,33.0,4,47,-1,Graduation,4,278.73,Aadhar,1,128,2.0,Vision-Analytics,10511,21562
Part-time,Country Side,Paid,Tesla,polo,female,1,25.0,5,58,0,Graduation,4,136.27,Aadhar,1,140,2.0,Vision-Analytics,32146,21566
Full-time,Country Side,Paid,Tesla,swimming,female,4,7.0,4,45,-1,Masters,0,356.73,Aadhar,1,146,2.0,,23050,21567
Part-time,Country Side,Paid,Tesla,swimming,male,2,53.0,3,31,1,Masters,4,300.73,Aadhar,1,329,2.0,Vision-Analytics,27319,21570
Full-time,Country Side,Paid,Tesla,cricket,female,1,51.0,0,49,0,Masters,0,674.73,Aadhar,1,77,2.0,Vision-Analytics,17325,21572
Full-time,Country Side,Paid,Tesla,None,male,1,27.0,5,55,0,High School,10,3561.73,Aadhar,1,183,2.0,,24881,21574
Full-time,,Unpaid,Tesla,basketball,male,3,56.0,1,43,0,Graduation,3,273.73,Aadhar,1,142,2.0,Vision-Analytics,13759,21576
Full-time,Country Side,Paid,Tesla,None,male,1,22.0,5,44,-1,Graduation,0,831.73,Aadhar,1,123,2.0,Vision-Analytics,42581,21578
Part-time,Country Side,Paid,Tesla,,female,2,25.0,2,30,0,Masters,0,917.73,Aadhar,1,97,2.0,Vision-Analytics,18055,21579
Full-time,Country Side,Paid,Tesla,cricket,male,3,4.0,3,44,1,Graduation,4,455.73,Aadhar,1,157,2.0,Vision-Analytics,11342,21583
Part-time,,Paid,Tesla,,female,1,32.0,5,36,1,Masters,0,504.73,Aadhar,1,115,2.0,Vision-Analytics,25002,21584
Part-time,Country Side,Paid,Tesla,,female,2,0.0,4,53,0,Masters,0,2810.73,Aadhar,1,94,2.0,Vision-Analytics,17326,21585
Part-time,Ocean Side,Paid,Tesla,cricket,male,1,14.0,4,37,0,Masters,0,5768.73,Aadhar,1,388,2.0,Vision-Analytics,20911,21586
Part-time,Country Side,Paid,Tesla,soccer,female,2,99.0,0,34,-1,Masters,2,1007.73,Aadhar,1,273,2.0,,22843,21588
Full-time,Country Side,Paid,Tesla,basketball,male,1,63.0,5,46,0,Masters,4,621.73,Aadhar,1,156,2.0,Vision-Analytics,43258,21589
Full-time,Country Side,Unpaid,Tesla,cricket,female,2,56.0,0,34,0,Masters,0,334.73,Aadhar,1,449,2.0,Vision-Analytics,40650,21590
Full-time,Country Side,Paid,Tesla,,male,2,,0,40,0,Masters,0,629.73,Aadhar,1,126,2.0,Vision-Analytics,28872,21591
Part-time,,Paid,Tesla,soccer,female,2,22.0,4,38,0,Masters,0,324.73,Aadhar,1,161,2.0,Vision-Analytics,47414,21592
Full-time,Ocean Side,Paid,Tesla,polo,female,1,69.0,0,28,0,Masters,1,1869.73,Aadhar,1,192,2.0,Vision-Analytics,19624,21593
Part-time,Country Side,Paid,Tesla,polo,female,3,41.0,1,30,0,Masters,8,273.73,Aadhar,1,164,2.0,Vision-Analytics,34759,21594
Full-time,Country Side,Paid,Tesla,None,female,4,88.0,0,40,0,Graduation,0,1352.73,Aadhar,1,114,2.0,,31319,21595
Part-time,Ocean Side,Paid,Tesla,soccer,male,2,17.0,5,53,0,High School,3,273.73,Aadhar,1,52,2.0,Vision-Analytics,27672,21597
Full-time,Country Side,Paid,Tesla,soccer,male,4,55.0,5,38,0,Masters,0,527.73,Aadhar,1,191,2.0,Vision-Analytics,47138,21598
Full-time,,Paid,Tesla,swimming,female,4,,0,29,1,Masters,0,172.27,Aadhar,1,153,2.0,Vision-Analytics,18187,21600
Full-time,Country Side,Paid,Tesla,basketball,male,3,4.0,3,30,0,Graduation,4,4406.73,Aadhar,1,172,2.0,Vision-Analytics,38919,21601
Part-time,Ocean Side,Unpaid,Tesla,swimming,male,2,75.0,5,50,0,Graduation,4,2368.73,Aadhar,1,416,2.0,,28950,21602
Part-time,Country Side,Paid,Tesla,None,male,2,76.0,2,30,1,Graduation,4,283.73,Aadhar,1,187,2.0,Vision-Analytics,36436,21603
Full-time,Country Side,Paid,Tesla,cricket,female,3,16.0,4,56,0,High School,3,273.73,Aadhar,1,106,2.0,Vision-Analytics,41671,21604
Part-time,Country Side,Paid,Tesla,soccer,male,2,50.0,3,52,0,High School,9,400.73,Aadhar,1,173,2.0,Vision-Analytics,19339,21607
Part-time,,Unpaid,Tesla,basketball,male,1,74.0,5,39,0,Graduation,4,272.73,Aadhar,1,403,2.0,Vision-Analytics,48086,21608
Full-time,Country Side,Unpaid,Tesla,cricket,male,2,85.0,5,54,0,Masters,0,1255.73,Aadhar,1,110,2.0,Vision-Analytics,22148,21610
Part-time,Country Side,Paid,Tesla,soccer,female,3,10.0,1,31,1,Masters,0,3928.73,Aadhar,1,180,2.0,Vision-Analytics,26585,21612
Part-time,Country Side,Paid,Tesla,badminton,female,1,27.0,2,32,1,Graduation,4,325.73,Aadhar,1,87,2.0,Vision-Analytics,15188,21613
Full-time,Country Side,Paid,Tesla,soccer,female,1,43.0,0,55,0,Masters,0,273.73,Aadhar,1,185,2.0,Vision-Analytics,24087,21614
Part-time,Ocean Side,Unpaid,Tesla,swimming,female,4,50.0,3,31,-1,Masters,0,273.73,Aadhar,1,272,2.0,Vision-Analytics,34558,21615
Part-time,,Unpaid,Tesla,basketball,male,2,8.0,2,34,1,Graduation,4,1091.73,Aadhar,1,93,2.0,,13196,21616
Part-time,Country Side,Paid,Tesla,swimming,male,3,81.0,0,40,-1,Graduation,4,12857.73,Aadhar,1,18,2.0,Vision-Analytics,15290,21617
Full-time,Ocean Side,Paid,Tesla,None,male,4,72.0,1,51,0,Graduation,6,412.73,Aadhar,1,25,2.0,Vision-Analytics,37683,21619
Full-time,Country Side,Paid,Jio,cricket,female,3,1.0,0,41,1,Masters,0,756.73,Aadhar,1,947,2.0,Vision-Analytics,28030,21620
Part-time,Country Side,Paid,Tesla,basketball,female,2,81.0,4,58,0,High School,10,873.73,Aadhar,1,96,2.0,Vision-Analytics,35962,21621
Part-time,Country Side,Paid,Tesla,soccer,male,3,41.0,4,34,0,Graduation,4,273.73,Aadhar,1,117,2.0,Vision-Analytics,42233,21622
Part-time,Country Side,Unpaid,Tesla,None,male,1,74.0,5,53,-1,Masters,0,,Aadhar,1,126,2.0,,36154,21623
Full-time,,Paid,Tesla,,male,2,84.0,0,54,0,Graduation,4,337.73,Aadhar,1,32,2.0,Vision-Analytics,32855,21624
Full-time,Country Side,Unpaid,Tesla,basketball,female,3,26.0,1,35,0,Graduation,8,319.73,Aadhar,1,116,2.0,Vision-Analytics,44323,21625
Full-time,Country Side,Unpaid,Tesla,,female,2,31.0,2,32,-1,Masters,4,339.73,Aadhar,1,71,2.0,Vision-Analytics,45361,21626
Full-time,Country Side,Paid,Jio,cricket,female,1,,1,55,0,Graduation,3,2393.73,Aadhar,1,684,2.0,Vision-Analytics,35547,21627
Part-time,Country Side,Paid,Tesla,soccer,male,4,38.0,3,49,0,Graduation,3,364.73,Aadhar,1,221,2.0,Vision-Analytics,21362,21628
Full-time,Country Side,Unpaid,Tesla,basketball,female,4,69.0,3,46,0,Graduation,7,276.73,Aadhar,1,286,2.0,,18270,21630
Part-time,Ocean Side,Paid,Tesla,cricket,male,3,58.0,5,28,0,Graduation,4,,Aadhar,1,160,2.0,Vision-Analytics,41431,21631
Full-time,,Paid,Tesla,swimming,male,1,46.0,2,29,1,Masters,0,273.73,Aadhar,1,152,2.0,Vision-Analytics,48264,21632
Full-time,Ocean Side,Paid,Tesla,soccer,female,4,1.0,4,32,0,Masters,4,5820.73,Aadhar,1,70,2.0,Vision-Analytics,18354,21633
Part-time,Country Side,Paid,Tesla,basketball,male,2,79.0,4,38,1,Masters,0,444.73,Aadhar,1,1238,2.0,Vision-Analytics,36410,21634
Part-time,Country Side,Paid,Tesla,cricket,male,4,,0,34,0,Masters,4,333.73,Aadhar,1,206,2.0,Vision-Analytics,23669,21636
Full-time,Country Side,Paid,Tesla,basketball,male,1,22.0,0,47,0,Masters,3,8686.73,Aadhar,1,128,2.0,,24863,21637
Part-time,Country Side,Paid,Tesla,swimming,female,2,96.0,5,34,0,Masters,4,344.73,Aadhar,1,584,2.0,Vision-Analytics,39150,21638
Full-time,Country Side,Paid,Tesla,cricket,female,1,93.0,1,56,0,Masters,0,3501.73,Aadhar,1,55,2.0,Vision-Analytics,39885,21639
Part-time,,Paid,Tesla,polo,male,3,27.0,1,50,0,Masters,1,878.73,Aadhar,1,188,2.0,Vision-Analytics,37003,21640
Part-time,Ocean Side,Paid,Tesla,basketball,female,2,5.0,5,37,1,Masters,0,127.27,Aadhar,1,271,,Vision-Analytics,24691,21641
Full-time,Country Side,Paid,Tesla,soccer,male,2,29.0,2,51,0,Graduation,3,445.73,Aadhar,1,77,2.0,Vision-Analytics,28133,21642
Part-time,Ocean Side,Paid,Tesla,,female,1,,1,30,0,Graduation,4,539.73,Aadhar,1,165,2.0,Vision-Analytics,23835,21645
Part-time,Country Side,Paid,Tesla,polo,female,2,86.0,2,44,1,Graduation,4,674.73,Driving License,1,66,2.0,Vision-Analytics,33256,21650
Full-time,Ocean Side,Paid,Tesla,,male,2,66.0,4,42,0,Graduation,4,1400.73,Aadhar,1,79,,,48974,21651
Part-time,Country Side,Paid,Tesla,cricket,female,1,,3,48,0,High School,7,272.73,Aadhar,1,192,2.0,Vision-Analytics,24480,21654
Part-time,,Paid,Tesla,cricket,male,4,37.0,1,28,0,Graduation,4,84.73,Aadhar,1,102,2.0,Vision-Analytics,16873,21656
Part-time,Country Side,Paid,Tesla,None,female,3,51.0,0,55,0,Masters,0,1202.73,Aadhar,1,384,2.0,Vision-Analytics,24984,21657
Part-time,Country Side,Unpaid,Tesla,badminton,male,1,58.0,0,46,-1,Masters,4,,Aadhar,1,240,2.0,,43442,21658
Full-time,Country Side,Paid,Tesla,None,male,4,45.0,2,49,0,Graduation,7,1223.73,Aadhar,1,374,2.0,Vision-Analytics,38768,21659
Part-time,Country Side,Paid,Tesla,basketball,female,3,78.0,3,38,-1,Graduation,4,273.73,Aadhar,1,57,2.0,Vision-Analytics,31700,21660
Full-time,Country Side,Paid,Tesla,badminton,male,3,66.0,2,32,0,Graduation,4,329.73,Aadhar,1,88,2.0,Vision-Analytics,47686,21661
Part-time,Country Side,Paid,Tesla,swimming,male,4,14.0,5,38,0,Masters,0,682.73,Aadhar,1,108,2.0,Vision-Analytics,48637,21666
Full-time,Country Side,Paid,Tesla,cricket,male,4,91.0,5,53,0,Masters,0,134.27,Aadhar,1,525,2.0,Vision-Analytics,10363,21667
Part-time,Ocean Side,Paid,Tesla,badminton,female,4,98.0,0,43,1,Graduation,3,524.73,Aadhar,1,99,2.0,Vision-Analytics,12006,21671
Full-time,,Paid,Tesla,,male,1,,3,43,0,High School,7,273.73,Aadhar,1,89,2.0,,26682,21672
Part-time,Ocean Side,Unpaid,Tesla,badminton,female,4,60.0,3,41,0,Graduation,4,500.73,Aadhar,1,121,2.0,Vision-Analytics,32720,21673
Full-time,Country Side,Paid,Tesla,basketball,male,1,16.0,0,53,0,Graduation,10,441.73,Aadhar,1,76,2.0,Vision-Analytics,47330,21675
Part-time,Country Side,Paid,Tesla,soccer,female,4,71.0,3,31,0,Masters,7,1738.73,Aadhar,1,95,2.0,Vision-Analytics,31875,21677
Full-time,Country Side,Paid,Tesla,None,male,3,60.0,1,29,0,Graduation,4,570.73,Aadhar,1,548,2.0,Vision-Analytics,28252,21678
Part-time,Country Side,Paid,Tesla,badminton,female,1,96.0,1,34,-1,Graduation,3,284.73,Aadhar,1,94,2.0,,12404,21679
Full-time,,Paid,Tesla,soccer,male,1,9.0,4,32,1,Masters,0,18.27,Aadhar,1,178,2.0,Vision-Analytics,20385,21680
Full-time,Country Side,Paid,Tesla,None,female,4,38.0,3,37,0,Masters,0,361.73,Aadhar,1,346,2.0,Vision-Analytics,47894,21682
Full-time,Country Side,Paid,Tesla,cricket,female,3,98.0,3,40,-1,Graduation,4,331.73,Aadhar,1,150,2.0,Vision-Analytics,18503,21684
Part-time,Country Side,Paid,Tesla,badminton,female,2,58.0,3,55,0,Graduation,10,140.73,Aadhar,1,194,2.0,Vision-Analytics,44344,21685
Full-time,Country Side,Paid,Tesla,soccer,male,3,14.0,4,58,0,High School,10,693.73,Aadhar,1,242,2.0,,25547,21686
Part-time,Country Side,Paid,Tesla,polo,male,4,82.0,5,31,0,Graduation,1,320.73,Aadhar,1,165,2.0,Vision-Analytics,46597,21687
Full-time,,Paid,Tesla,,male,3,84.0,3,37,1,Graduation,4,274.73,Aadhar,1,108,2.0,Vision-Analytics,27159,21688
Full-time,Country Side,Paid,Tesla,,female,4,,5,28,1,Graduation,4,281.73,Aadhar,1,25,2.0,Vision-Analytics,31213,21690
Full-time,Country Side,Paid,Tesla,swimming,female,2,87.0,5,51,0,Graduation,4,3702.73,Aadhar,1,277,2.0,Vision-Analytics,10444,21691
Part-time,Country Side,Unpaid,Tesla,None,male,2,85.0,0,28,1,Masters,0,215.73,Aadhar,1,12,2.0,Vision-Analytics,18423,21692
Full-time,Country Side,Paid,Tesla,basketball,female,4,16.0,2,45,0,Graduation,3,5674.73,Aadhar,1,821,2.0,,17944,21693
Full-time,Ocean Side,Paid,Tesla,cricket,female,4,30.0,3,30,1,Masters,0,1898.73,Aadhar,1,448,2.0,Vision-Analytics,44086,21694
Part-time,Country Side,Paid,Tesla,soccer,male,3,1.0,0,52,-1,Graduation,4,,Aadhar,1,96,2.0,Vision-Analytics,45490,21695
Full-time,Country Side,Paid,Tesla,badminton,female,1,97.0,2,30,1,Graduation,4,302.73,Aadhar,1,153,2.0,Vision-Analytics,36856,21697
Part-time,Country Side,Paid,Tesla,basketball,female,4,10.0,2,31,1,Masters,0,,Aadhar,1,50,2.0,Vision-Analytics,22390,21698
Part-time,Ocean Side,Unpaid,Tesla,badminton,male,1,,4,44,0,Graduation,4,,Aadhar,1,37,2.0,Vision-Analytics,37387,21699
Full-time,Country Side,Paid,Tesla,swimming,male,1,20.0,0,44,0,Masters,0,273.73,Aadhar,1,325,2.0,,46447,21700
Full-time,Country Side,Unpaid,Tesla,None,male,2,20.0,0,31,0,Graduation,4,291.73,Aadhar,1,16,2.0,Vision-Analytics,49519,21701
Part-time,Ocean Side,Paid,Tesla,swimming,female,2,67.0,3,33,0,Masters,0,359.73,Aadhar,1,141,2.0,Vision-Analytics,42470,21702
Part-time,Country Side,Paid,Tesla,cricket,female,1,89.0,0,44,1,Graduation,4,273.73,Aadhar,1,39,2.0,Vision-Analytics,16771,21703
Full-time,,Paid,Tesla,swimming,male,1,91.0,4,33,0,Masters,0,572.73,Aadhar,1,1056,2.0,Vision-Analytics,30518,21704
Full-time,Country Side,Paid,Tesla,cricket,female,2,36.0,1,31,0,Graduation,4,2939.73,Aadhar,1,114,2.0,Vision-Analytics,30861,21705
Full-time,Country Side,Paid,Jio,None,male,1,78.0,5,50,0,Masters,0,7408.73,Aadhar,1,1029,2.0,Vision-Analytics,19332,21706
Full-time,Country Side,Paid,Tesla,badminton,male,1,47.0,5,29,0,Graduation,4,1345.73,Aadhar,1,138,2.0,,14947,21707
Full-time,Country Side,Paid,Tesla,badminton,female,2,,2,30,0,Masters,4,333.73,Aadhar,1,150,2.0,Vision-Analytics,18767,21708
Part-time,Country Side,Paid,Tesla,,male,2,75.0,0,54,-1,Graduation,4,278.73,Aadhar,1,95,2.0,Vision-Analytics,31618,21709
Part-time,Country Side,Paid,Tesla,basketball,female,3,22.0,3,32,1,Graduation,4,452.73,Aadhar,1,291,2.0,Vision-Analytics,41801,21711
Part-time,,Paid,Tesla,None,male,4,65.0,4,54,0,,1,273.73,Aadhar,1,127,2.0,Vision-Analytics,21885,21712
Part-time,Country Side,Paid,Tesla,polo,female,4,54.0,1,32,0,Masters,0,,Aadhar,1,726,2.0,Vision-Analytics,10885,21713
Full-time,Country Side,Paid,Tesla,swimming,female,4,84.0,5,31,1,Masters,4,396.73,Aadhar,1,261,2.0,,27267,21714
Part-time,Country Side,Paid,Tesla,polo,male,1,47.0,2,50,1,Masters,0,1478.73,PAN,1,15,2.0,Vision-Analytics,13478,21715
Part-time,Country Side,Paid,Tesla,basketball,male,3,,5,40,1,Graduation,4,276.73,Aadhar,1,364,2.0,Vision-Analytics,20848,21717
Part-time,Country Side,Paid,Tesla,soccer,male,4,22.0,1,30,1,Masters,0,273.73,Aadhar,1,175,2.0,Vision-Analytics,12365,21718
Full-time,Country Side,Paid,Tesla,None,female,2,86.0,1,30,0,Graduation,4,273.73,Aadhar,1,84,2.0,Vision-Analytics,28094,21719
Full-time,,Paid,Tesla,swimming,female,4,12.0,3,41,-1,Masters,0,4093.73,Aadhar,1,83,2.0,Vision-Analytics,46644,21720
Part-time,Country Side,Paid,Tesla,,female,3,13.0,4,31,1,Graduation,4,541.73,Aadhar,1,252,2.0,,32940,21721
Part-time,Country Side,Paid,Tesla,soccer,male,3,3.0,1,44,0,Graduation,4,440.73,Aadhar,1,152,2.0,Vision-Analytics,35436,21722
Part-time,Country Side,Paid,Tesla,badminton,male,1,53.0,2,37,1,Graduation,4,48.73,Aadhar,1,217,2.0,Vision-Analytics,35975,21724
Full-time,Country Side,Unpaid,Tesla,swimming,female,4,,0,40,0,Masters,0,832.73,Aadhar,1,85,2.0,Vision-Analytics,28538,21726
Full-time,Country Side,Paid,Tesla,None,female,1,55.0,4,46,0,High School,7,620.73,Aadhar,1,196,2.0,Vision-Analytics,46438,21727
Full-time,Country Side,Paid,Tesla,soccer,female,3,31.0,0,48,0,Graduation,6,401.73,Aadhar,1,170,2.0,Vision-Analytics,33288,21729
Full-time,Ocean Side,Paid,Tesla,polo,male,4,48.0,3,33,1,Masters,0,3849.73,Aadhar,1,65,2.0,Vision-Analytics,28091,21730
Full-time,Country Side,Paid,Tesla,soccer,female,3,44.0,4,38,0,Masters,4,273.73,Aadhar,1,41,2.0,Vision-Analytics,34305,21731
Part-time,Country Side,Paid,Tesla,polo,male,1,29.0,4,39,0,Masters,0,303.73,Aadhar,1,168,2.0,Vision-Analytics,46031,21732
Full-time,Country Side,Unpaid,Tesla,badminton,male,2,42.0,0,57,1,Graduation,10,292.73,Aadhar,1,268,2.0,Vision-Analytics,49812,21734
Part-time,Country Side,Paid,Tesla,swimming,male,3,,0,45,-1,Graduation,9,1634.73,Aadhar,1,56,2.0,,30623,21735
Part-time,Country Side,Paid,Tesla,,male,4,32.0,0,34,0,Graduation,4,2113.73,Aadhar,1,58,2.0,Vision-Analytics,22174,21737
Part-time,Country Side,Paid,Tesla,None,female,4,94.0,1,55,0,Graduation,10,354.73,Aadhar,1,115,2.0,Vision-Analytics,43365,21739
Part-time,Country Side,Paid,Tesla,,male,1,95.0,2,50,0,Graduation,4,33.73,Aadhar,1,389,2.0,Vision-Analytics,34142,21740
Part-time,Country Side,Paid,Tesla,cricket,male,2,82.0,5,28,0,Masters,0,424.73,Aadhar,1,79,2.0,,19223,21742
Part-time,Ocean Side,Paid,Tesla,,male,1,59.0,3,49,-1,Masters,9,643.73,Aadhar,1,106,2.0,Vision-Analytics,34414,21743
Part-time,Country Side,Unpaid,Tesla,cricket,male,4,77.0,4,45,0,,11,770.73,Aadhar,1,132,2.0,Vision-Analytics,32735,21745
Full-time,Country Side,Paid,Tesla,polo,female,4,29.0,2,39,1,Masters,4,15575.73,Aadhar,1,118,2.0,Vision-Analytics,40514,21746
Part-time,Country Side,Paid,Tesla,swimming,male,2,96.0,4,37,0,Masters,0,491.73,Aadhar,1,94,2.0,Vision-Analytics,17780,21747
Part-time,Country Side,Paid,Tesla,polo,female,3,12.0,1,29,0,Masters,0,323.73,Aadhar,1,34,2.0,Vision-Analytics,14635,21748
Part-time,Ocean Side,Paid,Tesla,polo,male,1,98.0,0,44,0,Graduation,7,1382.73,Aadhar,1,218,2.0,Vision-Analytics,47062,21750
Full-time,Country Side,Unpaid,Tesla,None,male,3,46.0,4,42,0,Masters,0,2075.73,PAN,1,102,2.0,Vision-Analytics,38409,21751
Part-time,,Paid,Tesla,swimming,male,2,77.0,2,51,0,Masters,1,2286.73,Aadhar,1,265,2.0,Vision-Analytics,19235,21752
Part-time,Country Side,Paid,Tesla,basketball,male,2,25.0,0,41,-1,Graduation,4,273.73,Aadhar,1,329,2.0,Vision-Analytics,18819,21754
Full-time,Country Side,Paid,Tesla,None,male,2,96.0,4,48,0,Graduation,6,1960.73,Aadhar,1,202,2.0,Vision-Analytics,49478,21755
Full-time,Country Side,Paid,Tesla,swimming,female,1,74.0,4,45,0,Graduation,6,732.73,Aadhar,1,596,2.0,,14364,21756
Full-time,Country Side,Paid,Jio,badminton,male,1,90.0,1,45,0,Masters,0,873.73,Aadhar,1,287,2.0,Vision-Analytics,45210,21757
Full-time,Country Side,Paid,Tesla,,female,1,19.0,0,34,0,Masters,0,358.73,Aadhar,1,246,2.0,Vision-Analytics,15962,21758
Full-time,Country Side,Paid,Tesla,None,male,1,26.0,3,54,0,Graduation,4,2023.73,Aadhar,1,626,2.0,Vision-Analytics,34715,21759
Part-time,Ocean Side,Paid,Tesla,polo,male,1,3.0,2,46,0,Graduation,4,879.73,Aadhar,1,228,2.0,Vision-Analytics,26332,21761
Part-time,Country Side,Paid,Tesla,polo,female,3,,5,32,1,Masters,4,2944.73,Aadhar,1,116,2.0,Vision-Analytics,48481,21762
Full-time,Country Side,Paid,Tesla,None,female,4,34.0,3,51,0,Graduation,4,701.73,Aadhar,1,606,2.0,Vision-Analytics,25491,21764
Full-time,Country Side,Paid,Tesla,cricket,male,4,49.0,0,42,0,Graduation,0,511.73,Aadhar,1,144,2.0,Vision-Analytics,47975,21765
Part-time,Country Side,Paid,Tesla,cricket,female,2,68.0,2,31,-1,Masters,4,312.73,Aadhar,1,120,2.0,Vision-Analytics,46997,21766
Full-time,Country Side,Paid,Tesla,cricket,female,2,5.0,1,35,1,Masters,4,1934.73,Aadhar,1,196,2.0,Vision-Analytics,12568,21767
Full-time,,Paid,Tesla,badminton,female,2,,3,36,0,Masters,0,273.73,Aadhar,1,216,2.0,Vision-Analytics,36697,21768
Full-time,Country Side,Paid,Tesla,swimming,female,1,20.0,2,47,1,Masters,0,643.73,Aadhar,1,383,2.0,Vision-Analytics,38235,21769
Full-time,Country Side,Paid,Tesla,basketball,male,1,98.0,5,46,0,Graduation,7,273.73,Aadhar,1,109,2.0,,24931,21770
Part-time,Ocean Side,Unpaid,Tesla,basketball,female,1,,0,54,0,Masters,0,369.73,Aadhar,1,170,2.0,Vision-Analytics,21946,21771
Full-time,Country Side,Paid,Tesla,basketball,female,2,10.0,5,31,0,Masters,2,396.73,Aadhar,1,204,2.0,Vision-Analytics,49977,21773
Full-time,Country Side,Paid,Tesla,swimming,male,2,,3,32,0,Graduation,3,718.73,Aadhar,1,253,2.0,Vision-Analytics,28603,21775
Full-time,,Paid,Tesla,,male,1,18.0,3,51,0,Graduation,4,1617.73,Aadhar,1,82,2.0,Vision-Analytics,26385,21776
Part-time,Country Side,Paid,Tesla,badminton,female,3,68.0,4,54,0,High School,9,878.73,Aadhar,1,204,2.0,,40977,21777
Full-time,Country Side,Paid,Tesla,,male,3,19.0,2,53,-1,Masters,4,1675.73,Aadhar,1,184,2.0,Vision-Analytics,17972,21778
Full-time,Country Side,Paid,Jio,cricket,male,3,91.0,1,31,1,Masters,1,334.73,Aadhar,1,833,2.0,Vision-Analytics,44889,21781
Part-time,Ocean Side,Paid,Tesla,basketball,female,2,22.0,3,53,0,High School,7,943.27,Aadhar,1,239,2.0,Vision-Analytics,49381,21782
Full-time,Country Side,Paid,Tesla,swimming,male,3,82.0,4,56,0,Graduation,7,345.73,Aadhar,1,232,2.0,Vision-Analytics,22101,21783
Part-time,,Paid,Tesla,badminton,male,3,78.0,4,54,0,High School,7,2597.73,PAN,1,129,2.0,,30452,21784
Part-time,Ocean Side,Paid,Tesla,None,male,1,16.0,2,30,-1,Graduation,4,3618.73,Aadhar,1,1197,2.0,Vision-Analytics,41184,21787
Full-time,Country Side,Paid,Tesla,polo,male,3,38.0,3,41,-1,Masters,4,374.73,Aadhar,1,170,2.0,Vision-Analytics,40632,21788
Part-time,Country Side,Paid,Tesla,None,male,4,80.0,3,30,-1,Graduation,4,273.73,Aadhar,1,100,2.0,Vision-Analytics,31271,21790
Full-time,Ocean Side,Paid,Jio,None,female,3,50.0,5,31,0,Masters,0,1685.73,Driving License,1,477,2.0,,29915,21791
Part-time,Ocean Side,Paid,Tesla,,male,3,56.0,1,47,0,High School,7,108.73,Aadhar,1,126,2.0,Vision-Analytics,25305,21795
Full-time,Ocean Side,Paid,Tesla,polo,female,2,18.0,2,44,0,Graduation,3,1252.73,Aadhar,1,77,2.0,Vision-Analytics,14446,21796
Part-time,Country Side,Paid,Tesla,,female,1,46.0,5,53,-1,Graduation,4,1125.73,Aadhar,1,80,2.0,Vision-Analytics,14288,21797
Full-time,Country Side,Paid,Tesla,cricket,male,4,,1,40,0,Masters,0,280.73,Aadhar,1,579,2.0,,45992,21798
Full-time,Country Side,Paid,Tesla,,female,3,26.0,1,40,0,Graduation,4,506.73,Aadhar,1,140,2.0,Vision-Analytics,46724,21803
Full-time,Country Side,Paid,Tesla,swimming,male,4,40.0,1,56,1,Graduation,10,441.73,Aadhar,1,180,2.0,Vision-Analytics,19524,21804
Full-time,Country Side,Paid,Tesla,cricket,female,4,9.0,0,51,0,Masters,0,348.73,Aadhar,1,213,2.0,,41570,21805
Part-time,Country Side,Paid,Tesla,,female,1,20.0,0,40,0,Graduation,4,712.73,Aadhar,1,140,2.0,Vision-Analytics,14595,21806
Full-time,Country Side,Paid,Tesla,badminton,male,3,,4,46,0,High School,7,281.73,Aadhar,1,40,2.0,Vision-Analytics,25730,21807
Full-time,Country Side,Paid,Tesla,,male,4,,3,39,-1,Graduation,4,325.73,Aadhar,1,258,2.0,Vision-Analytics,43721,21809
Full-time,Country Side,Unpaid,Jio,swimming,male,3,57.0,5,39,0,Masters,0,5834.73,Aadhar,1,646,2.0,Vision-Analytics,34342,21810
